country,player_id,player_name,dob,position
Hungary,57426,Sandor Sallai,26/03/1960,DF
Hungary,57151,Antal Roth,14/09/1960,DF
Hungary,59460,Jozsef Varga,09/10/1954,DF
Hungary,51874,Jozsef Kardos,22/03/1960,DF
Hungary,49752,Imre Garaba,29/07/1958,DF
Hungary,95379,Jozsef Kiprich,06/09/1963,FW
Hungary,54906,Antal Nagy,17/10/1956,DF
Hungary,48188,Laszlo Dajka,29/04/1959,MF
Hungary,48469,Lajos Detari,24/04/1963,MF
Hungary,49148,Marton Esterhazy,09/04/1956,FW
Hungary,48096,Jozsef Csuhay,12/07/1957,DF
Hungary,48604,Laszlo Disztl,04/06/1962,DF
Hungary,163061,Zoltan Peter,23/03/1958,DF
Hungary,50561,Peter Hannich,30/03/1957,MF
Hungary,69344,Jozsef Nagy,21/10/1960,MF
Hungary,47063,Gyozo Burcsa,13/03/1954,MF
Hungary,58659,Jozsef Szendrei,25/04/1954,GK
Hungary,46719,Gyorgy Bognar,05/11/1961,FW
Hungary,52461,Kalman Kovacs,11/09/1965,FW
Hungary,50472,Gyula Hajszan,09/10/1961,FW
Hungary,45642,Jozsef Andrusch,31/03/1956,GK
Iraq,57435,Hammoudi Raad,20/04/1958,GK
Iraq,51174,Maad Ibrahim,30/06/1960,DF
Iraq,45423,Khalil Mohamed,06/09/1958,DF
Iraq,57418,Shaker Nadhum,13/04/1958,DF
Iraq,53436,Shaker Samir,28/02/1958,DF
Iraq,57943,Hussein Ali,05/05/1961,MF
Iraq,50674,Mohamed Haris,03/03/1958,MF
Iraq,200785,Ahmed Radhi,21/03/1964,FW
Iraq,54202,Saddam Karim,26/05/1960,FW
Iraq,26984,Hussain Said Muhammad,21/01/1958,FW
Iraq,45920,Abdul Rahim,23/05/1963,FW
Iraq,50541,Ali Jamal,02/02/1956,MF
Iraq,181098,Karim Mohamed,01/04/1960,DF
Iraq,46282,Bassel Gorgis,06/09/1961,MF
Iraq,44904,Hashem Natik,15/01/1960,DF
Iraq,50543,Mahmoud Shaker,05/05/1960,MF
Iraq,59238,Obid Annad,03/08/1955,DF
Iraq,57914,Mohamed Ismail,17/04/1962,MF
Iraq,51930,Qassim Bassim,22/03/1959,MF
Iraq,51476,Insayaf Abdulfattah,02/02/1951,GK
Iraq,45130,Ahmed Jassim,04/05/1960,GK
Iraq,45285,Al Roubai Ghanim,16/08/1961,DF
Italy,44125,Giovanni Galli,29/04/1958,GK
Italy,174391,Giuseppe Bergomi,22/12/1963,DF
Italy,174446,Antonio Cabrini,08/10/1957,DF
Italy,174475,Fulvio Collovati,09/05/1957,DF
Italy,166473,Sebastiano Nela,13/03/1961,DF
Italy,44620,Gaetano Scirea,25/05/1953,DF
Italy,163028,Roberto Tricella,18/03/1959,DF
Italy,44734,Pietro Vierchowod,06/04/1959,DF
Italy,174348,Carlo Ancelotti,10/06/1959,MF
Italy,46060,Salvatore Bagni,25/09/1956,MF
Italy,174376,Giuseppe Baresi,07/02/1958,MF
Italy,69324,Franco Tancredi,10/01/1955,GK
Italy,174492,Fernando De Napoli,15/03/1964,MF
Italy,48492,Antonio Di Gennaro,05/10/1958,MF
Italy,44684,Marco Tardelli,24/09/1954,MF
Italy,174477,Bruno Conti,13/03/1955,FW
Italy,44732,Gianluca Vialli,09/07/1964,FW
Italy,174342,Alessandro Altobelli,28/11/1955,FW
Italy,49695,Giuseppe Galderisi,22/03/1963,FW
Italy,44582,Paolo Rossi,23/09/1956,FW
Italy,44629,Aldo Serena,25/06/1960,FW
Italy,44779,Walter Zenga,28/04/1960,GK
Korea Republic,47687,Cho Byung Duk,26/05/1958,GK
Korea Republic,174837,Park Kyung Hoon,19/01/1961,DF
Korea Republic,174471,Chung Jong Soo,27/03/1961,DF
Korea Republic,47704,Cho Kwang Rae,19/03/1954,MF
Korea Republic,69328,Chung Yong Hwan,10/02/1960,DF
Korea Republic,174699,Lee Tae Ho,29/01/1961,FW
Korea Republic,181121,Kim Jong Boo,03/11/1965,FW
Korea Republic,230480,Cho Young Jeung,18/08/1954,MF
Korea Republic,44001,Choi Soon Ho,10/01/1962,MF
Korea Republic,55941,Park Chang Sun,02/02/1954,FW
Korea Republic,174464,Cha Bum Kun,22/05/1953,FW
Korea Republic,52199,Kim Pyung Seok,22/09/1958,DF
Korea Republic,44444,Noh Soo Jin,10/02/1962,MF
Korea Republic,43998,Cho Min Kook,05/07/1963,DF
Korea Republic,69329,Yoo Byung Ok,02/03/1964,DF
Korea Republic,174662,Kim Joo Sung,17/01/1966,FW
Korea Republic,51091,Huh Jung Moo,13/01/1955,MF
Korea Republic,52200,Kim Sam Soo,08/02/1963,MF
Korea Republic,174444,Byun Byung Joo,26/04/1961,MF
Korea Republic,52213,Kim Young Se,21/04/1960,FW
Korea Republic,50921,Oh Yun Kyo,25/05/1960,GK
Korea Republic,69330,Kang Deuk Soo,16/08/1961,FW
Mexico,52755,Pablo Larios,31/07/1960,GK
Mexico,59132,Mario Trejo,18/09/1961,DF
Mexico,56535,Fernando Quirarte,07/07/1961,DF
Mexico,53599,Armando Manzo,16/10/1958,DF
Mexico,48078,Francisco Cruz,24/05/1966,FW
Mexico,69332,Carlos De Los Cobos,10/12/1958,MF
Mexico,49132,Miguel Espana,04/04/1961,MF
Mexico,48667,Alejandro Dominguez,09/11/1961,MF
Mexico,174153,Hugo Sánchez,11/07/1958,FW
Mexico,46876,Tomas Boy,06/06/1952,MF
Mexico,77282,Carlos Hermosillo,24/08/1964,FW
Mexico,57015,Ignacio Rodriguez,12/06/1956,GK
Mexico,45078,Javier Aguirre,01/12/1958,FW
Mexico,48076,Felix Cruz,04/04/1961,DF
Mexico,174543,Luis Flores,08/08/1962,FW
Mexico,54734,Carlos Munoz,08/09/1962,MF
Mexico,57857,Raul Servin,29/04/1963,DF
Mexico,45502,Rafael Amador,16/11/1957,DF
Mexico,181123,Javier Hernandez,01/08/1961,FW
Mexico,69333,Olaf Heredia,19/10/1957,GK
Mexico,55655,Cristobal Ortega,25/07/1956,MF
Mexico,174797,Manuel Negrete,11/03/1959,MF
Morocco,207356,Badou Zaki,02/04/1959,GK
Morocco,52642,Labid Khalifa,01/01/1955,DF
Morocco,52717,Abdelmajid Lamriss,12/02/1959,DF
Morocco,48934,Mustafa El Biyaz,12/12/1960,DF
Morocco,46870,Noureddine Bouyahyaoui,07/01/1955,DF
Morocco,48657,Abdelmajid Dolmy,19/04/1953,MF
Morocco,48955,Mustapha El Hadaoui,28/07/1961,MF
Morocco,46850,Aziz Bouderbala,26/12/1960,MF
Morocco,52517,Abdelkarim Krimau,13/01/1955,FW
Morocco,58975,Mohamed Timoumi,15/01/1960,MF
Morocco,54137,Mustafa Merry,21/04/1958,FW
Morocco,50917,Salaheddine Hmied,01/09/1961,GK
Morocco,56851,Abdelfettah Rhiati,25/02/1963,FW
Morocco,55724,Lahcen Oudani,14/07/1959,DF
Morocco,69353,Mohammed El Haddaoui,21/10/1964,MF
Morocco,45508,Azeddine Amanallah,07/04/1956,MF
Morocco,52077,Abdelrazzak Khairi,20/11/1962,MF
Morocco,57318,Mohamed Sahil,11/10/1963,FW
Morocco,51547,Fadel Jilal,04/03/1964,DF
Morocco,46581,Abdellah Bidar,19/08/1967,DF
Morocco,58302,Abdel Aziz Soulaymani,30/04/1958,MF
Morocco,51024,Abdelfettah Houdani,30/07/1956,GK
Northern Ireland,174639,Pat Jennings,12/06/1945,GK
Northern Ireland,166539,Jimmy Nicholl,28/12/1956,DF
Northern Ireland,48672,Mal Donaghy,13/09/1957,DF
Northern Ireland,55394,John O Neill,11/03/1958,DF
Northern Ireland,53942,Alan Mcdonald,12/10/1963,DF
Northern Ireland,53933,David Mccreery,16/09/1957,MF
Northern Ireland,56087,Steven Penney,16/01/1964,FW
Northern Ireland,53965,Sam Mcilroy,02/08/1954,MF
Northern Ireland,164285,James Quinn,18/11/1959,FW
Northern Ireland,44752,Norman Whiteside,07/05/1965,FW
Northern Ireland,58440,Ian Stewart,10/09/1961,FW
Northern Ireland,56343,Jim Platt,26/01/1952,GK
Northern Ireland,51086,Philip Hughes,19/11/1964,GK
Northern Ireland,45793,Gerry Armstrong,23/05/1954,FW
Northern Ireland,60050,Nigel Worthington,04/11/1961,DF
Northern Ireland,56675,Paul Ramsey,03/09/1962,MF
Northern Ireland,47815,Colin Clarke,30/10/1962,FW
Northern Ireland,167797,John Mcclelland,07/12/1955,DF
Northern Ireland,50531,Billy Hamilton,09/05/1957,FW
Northern Ireland,53992,Bernard Mcnally,17/02/1963,MF
Northern Ireland,47232,David Campbell,02/06/1965,MF
Northern Ireland,69350,Mark Caughey,27/08/1960,FW
Paraguay,63566,Roberto Fernandez,09/07/1954,GK
Paraguay,59042,Juan Torales,09/03/1956,DF
Paraguay,60236,Cesar Zabala,03/06/1961,DF
Paraguay,57679,Vladimiro Schettina,08/10/1955,DF
Paraguay,48391,Rogelio Delgado,12/10/1959,DF
Paraguay,55317,Jorge Nunez,18/10/1961,MF
Paraguay,49368,Buenaventura Ferreira,14/07/1960,MF
Paraguay,57097,Julio Cesar Romero,28/08/1960,MF
Paraguay,47133,Roberto Cabanas,11/04/1961,FW
Paraguay,47254,Adolfino Canete,13/09/1956,MF
Paraguay,169965,Alfredo Mendoza,31/12/1963,FW
Paraguay,46311,Jorge Battaglia,12/05/1960,GK
Paraguay,47155,Virginio Caceres,21/05/1962,DF
Paraguay,47131,Luis Caballero,17/09/1962,DF
Paraguay,47137,Eufemio Cabral,21/03/1955,DF
Paraguay,50279,Jorge Guasch,17/01/1961,MF
Paraguay,69335,Francisco Alcaraz,04/10/1960,MF
Paraguay,51296,Evaristo Isasi,26/10/1955,FW
Paraguay,69336,Rolando Chilavert,22/05/1961,MF
Paraguay,50873,Ramon Hicks,30/05/1960,FW
Paraguay,69337,Faustino Alonso,15/02/1961,FW
Paraguay,69338,Julian Coronel,23/10/1958,GK
Poland,174772,Jozef Mlynarczyk,20/09/1953,GK
Poland,56469,Kazimierz Przybys,11/07/1960,DF
Poland,44784,Wladyslaw Zmuda,06/06/1954,DF
Poland,55709,Marek Ostrowski,22/11/1959,DF
Poland,60006,Roman Wojcicki,08/01/1958,DF
Poland,53859,Waldemar Matysik,27/09/1961,MF
Poland,58772,Ryszard Tarasiewicz,27/04/1962,MF
Poland,59278,Jan Urban,14/05/1962,FW
Poland,51872,Jan Karas,17/03/1959,MF
Poland,53454,Stefan Majewski,31/01/1956,DF
Poland,44647,Wlodimierz Smolarek,16/07/1957,FW
Poland,252815,Jacek Kazimierski,17/08/1959,GK
Poland,52355,Ryszard Komornicki,14/08/1959,MF
Poland,52552,Dariusz Kubicki,06/06/1963,DF
Poland,47055,Andrzej Buncol,21/09/1959,MF
Poland,55837,Andrzej Palasz,22/07/1960,FW
Poland,60342,Andrzej Zgutczynski,01/01/1958,FW
Poland,56021,Krzysztof Pawlak,12/02/1958,DF
Poland,59807,Jozef Wandzik,13/08/1963,GK
Poland,160825,Zbigniew Boniek,03/03/1956,FW
Poland,48820,Dariusz Dziekanowski,30/09/1962,MF
Poland,49657,Jan Furtok,09/03/1962,FW
Portugal,63675,Bento,25/06/1948,GK
Portugal,56311,Joao Pinto,21/11/1961,DF
Portugal,58309,Antonio Sousa,28/04/1957,MF
Portugal,56860,Ribeiro,02/11/1957,MF
Portugal,166525,Alvaro,03/01/1961,DF
Portugal,63677,Carlos Manuel,15/01/1958,MF
Portugal,63678,Pacheco,22/07/1958,MF
Portugal,49596,Frederico,06/04/1957,DF
Portugal,174566,Gomes,22/11/1956,FW
Portugal,159948,Futre,28/02/1966,FW
Portugal,69356,Bandeirinha,26/11/1962,DF
Portugal,181101,Jorge Martins,22/08/1954,GK
Portugal,166553,Morato,06/11/1964,DF
Portugal,166518,Jaime Magalhaes,10/07/1962,MF
Portugal,69355,Oliveira,08/06/1958,DF
Portugal,63680,Jose Antonio,29/10/1957,DF
Portugal,166526,Diamantino,03/08/1959,FW
Portugal,163084,Sobrinho,05/05/1961,DF
Portugal,159927,Rui Aguas,28/04/1960,FW
Portugal,63676,Inacio,01/02/1955,DF
Portugal,159928,Andre,24/12/1957,MF
Portugal,69358,Damas,08/10/1947,GK
Scotland,174701,Jim Leighton,24/07/1958,GK
Scotland,174572,Richard Gough,05/04/1962,DF
Scotland,174731,Maurice Malpas,03/08/1962,DF
Scotland,44651,Graeme Souness,06/05/1953,MF
Scotland,174754,Alex Mcleish,21/01/1959,DF
Scotland,54254,Willie Miller,02/05/1955,DF
Scotland,58474,Gordon Strachan,09/02/1957,MF
Scotland,174329,Roy Aitken,24/11/1958,MF
Scotland,46191,Eamonn Bannon,18/04/1958,MF
Scotland,174397,Jim Bett,25/11/1959,MF
Scotland,192863,Paul Mcstay,22/10/1964,MF
Scotland,174568,Andy Goram,13/04/1964,GK
Scotland,55115,Stephen Nicol,11/12/1961,DF
Scotland,54948,David Narey,12/06/1956,DF
Scotland,45354,Arthur Albiston,14/07/1957,DF
Scotland,53919,Frank Mcavennie,22/11/1959,FW
Scotland,45752,Steve Archibald,27/09/1956,FW
Scotland,57920,Graeme Sharp,16/10/1960,FW
Scotland,55104,Charlie Nicholas,30/12/1961,FW
Scotland,163118,Paul Sturrock,10/10/1956,FW
Scotland,47952,David Cooper,25/02/1956,FW
Scotland,57159,Alan Rough,25/11/1951,GK
Soviet Union,174487,Rinat Dasaev,13/06/1957,GK
Soviet Union,174396,Vladimir Bessonov,05/03/1958,DF
Soviet Union,47683,Aleksandre Chivadze,08/04/1955,DF
Soviet Union,54541,Gennadi Morozov,30/12/1962,DF
Soviet Union,44041,Anatoli Demyanenko,19/02/1959,DF
Soviet Union,47017,Aleksandr Bubnov,10/10/1955,DF
Soviet Union,44768,Ivan Yaremchuk,19/03/1962,MF
Soviet Union,60106,Pavel Yakovenko,19/12/1964,MF
Soviet Union,44775,Aleksandr Zavarov,20/04/1961,MF
Soviet Union,166396,Oleg Kuznetsov,22/03/1963,DF
Soviet Union,174409,Oleg Blokhin,05/11/1952,FW
Soviet Union,46115,Andrei Bal,16/02/1958,MF
Soviet Union,174710,Gennadi Litovchenko,11/09/1963,MF
Soviet Union,56993,Sergei Rodionov,03/09/1962,FW
Soviet Union,167255,Nikolai Larionov,19/02/1957,DF
Soviet Union,162977,Viktor Chanov,21/07/1959,GK
Soviet Union,49188,Vadim Yevtushenko,01/01/1958,FW
Soviet Union,174883,Oleg Protasov,04/02/1964,FW
Soviet Union,174386,Igor Belanov,25/09/1960,FW
Soviet Union,174334,Serguei Aleinikov,07/11/1961,MF
Soviet Union,44552,Vasili Rats,25/03/1961,MF
Soviet Union,69349,Sergei Krakovsky,11/08/1960,GK
Spain,44789,Andoni Zubizarreta,23/10/1961,GK
Spain,56808,Tomas,09/08/1960,DF
Spain,159896,Jose Antonio Camacho,08/06/1955,DF
Spain,53341,Antonio Maceda,16/05/1957,DF
Spain,166470,Victor,15/03/1957,MF
Spain,166394,Rafael Gordillo,24/02/1957,MF
Spain,163644,Juan Antonio Senor,26/08/1958,MF
Spain,166547,Goiko,23/08/1956,DF
Spain,174442,Emilio Butragueno,22/07/1963,FW
Spain,47322,Francisco Carrasco,06/03/1959,FW
Spain,51698,Julio Alberto,07/10/1958,DF
Spain,181140,Quique Setien,27/09/1958,FW
Spain,59296,Francisco Urruticoechea,17/02/1952,GK
Spain,49718,Ricardo Gallego,08/02/1959,MF
Spain,63538,Chendo,12/10/1961,DF
Spain,56901,Hipolito Rincon,28/04/1957,FW
Spain,167167,Francisco,01/11/1962,MF
Spain,159846,Ramon Maria Caldere,16/01/1959,MF
Spain,44594,Julio Salinas,11/09/1962,FW
Spain,63581,Eloy,10/07/1964,FW
Spain,166466,Michel,23/03/1963,MF
Spain,174323,Juan Carlos Ablanedo,02/09/1963,GK
Uruguay,181137,Rodolf Rodriguez,20/01/1956,GK
Uruguay,174585,Nelson Gutierrez,13/04/1962,DF
Uruguay,44947,Eduardo Acevedo,25/09/1959,DF
Uruguay,48591,Victor Diogo,09/04/1958,DF
Uruguay,46827,Miguel Bossio,10/02/1960,MF
Uruguay,174381,Jose Batista,06/03/1962,DF
Uruguay,174345,Antonio Alzamendi,07/06/1956,FW
Uruguay,46256,Jorge Barrios,24/01/1961,MF
Uruguay,48152,Jorge Da Silva,11/12/1961,FW
Uruguay,189880,Enzo Francescoli,12/11/1961,MF
Uruguay,57553,Sergio Santin,06/08/1956,MF
Uruguay,174344,Fernando Alvez,04/09/1959,GK
Uruguay,69351,Cesar Vega,02/09/1959,DF
Uruguay,56100,Alfonso Pereira,19/10/1956,DF
Uruguay,56940,Eliseo Rivero,27/12/1957,DF
Uruguay,57579,Mario Saralegui,24/04/1959,MF
Uruguay,57382,Jose Zalazar,26/10/1963,MF
Uruguay,95023,Ruben Paz,08/08/1959,MF
Uruguay,56667,Venancio Ramos,20/06/1959,FW
Uruguay,174327,Carlos Aguilera,21/09/1964,FW
Uruguay,47147,Wilmar Cabrera,31/07/1959,FW
Uruguay,181100,Celso Otero,01/02/1958,GK
Argentina,69303,Angel Comizzo,27/04/1962,GK
Argentina,174885,Nery Pumpido,30/07/1957,GK
Argentina,174382,Sergio Batista,09/11/1962,MF
Argentina,174364,Abel Balbo,01/06/1966,FW
Argentina,94521,Jose Basualdo,20/06/1963,MF
Argentina,174383,Edgardo Bauza,26/01/1958,DF
Argentina,174447,Gabriel Calderon,07/02/1960,MF
Argentina,174440,Jorge Burruchaga,09/10/1962,MF
Argentina,174454,Claudio Caniggia,09/01/1967,FW
Argentina,174498,Gustavo Dezotti,14/02/1964,FW
Argentina,174732,Diego Maradona,30/10/1960,MF
Argentina,174530,Nestor Fabbri,29/04/1968,DF
Argentina,168112,Sergio Goycochea,17/10/1963,GK
Argentina,44325,Nestor Lorenzo,28/02/1966,DF
Argentina,174564,Ricardo Giusti,11/12/1956,MF
Argentina,174779,Pedro Monzon,23/02/1962,DF
Argentina,174816,Julio Olarticoechea,18/10/1958,MF
Argentina,44626,Roberto Sensini,12/10/1966,DF
Argentina,44630,Jose Serrizuela,10/06/1962,DF
Argentina,44585,Oscar Ruggeri,26/01/1962,DF
Argentina,44640,Juan Simon,02/03/1960,DF
Argentina,44704,Pedro Troglio,28/07/1965,MF
Argentina,174453,Fabian Cancelarich,30/12/1965,GK
Austria,174707,Klaus Lindenberger,28/05/1957,GK
Austria,174328,Ernst Aigner,31/10/1966,DF
Austria,174843,Robert Pecl,15/11/1965,DF
Austria,174858,Anton Pfeffer,17/08/1965,DF
Austria,44613,Peter Schoettel,26/03/1967,DF
Austria,44787,Manfred Zsak,22/12/1964,MF
Austria,44589,Kurt Russ,23/11/1964,DF
Austria,174356,Peter Artner,20/05/1966,DF
Austria,174872,Toni Polster,10/03/1964,FW
Austria,174709,Manfred Linzmaier,27/08/1962,MF
Austria,174613,Alfred Hortnagl,24/09/1966,MF
Austria,95464,Michael Baur,16/04/1969,MF
Austria,174815,Andeas Ogris,07/10/1964,FW
Austria,44578,Gerhard Rodax,29/08/1965,FW
Austria,174654,Christian Keglevits,29/01/1961,FW
Austria,44557,Andreas Reisinger,14/10/1963,MF
Austria,174859,Heimo Pfeifenberger,29/12/1966,FW
Austria,44671,Michael Streiter,19/01/1966,DF
Austria,174565,Gerald Glatzmayer,13/12/1968,MF
Austria,174602,Andreas Herzog,10/09/1968,MF
Austria,174676,Michael Konsel,06/03/1962,GK
Austria,174675,Otto Konrad,01/11/1964,GK
Belgium,174880,Michel Preudhomme,24/01/1959,GK
Belgium,174557,Eric Gerets,18/05/1954,DF
Belgium,174331,Philippe Albert,10/08/1967,DF
Belgium,174473,Leo Clijsters,06/11/1956,DF
Belgium,44730,Bruno Versavel,27/08/1967,MF
Belgium,174522,Marc Emmers,25/02/1966,MF
Belgium,44042,Stephane Demol,11/03/1966,DF
Belgium,44715,Franky Van Der Elst,30/04/1961,MF
Belgium,174490,Marc De Grijse,04/09/1965,FW
Belgium,44619,Enzo Scifo,19/02/1966,MF
Belgium,43988,Jan Ceulemans,28/02/1957,FW
Belgium,174412,Gilbert Bodart,02/09/1962,GK
Belgium,166579,Georges Grun,25/01/1962,DF
Belgium,44006,Nico Claesen,01/10/1962,FW
Belgium,174493,Jean Francois De Sart,18/12/1961,DF
Belgium,174496,Michel De Wolf,19/01/1958,DF
Belgium,174869,Pascal Plovie,07/05/1965,DF
Belgium,44655,Lorenzo Staelens,30/04/1964,MF
Belgium,44716,Marc Van Der Linden,04/02/1964,FW
Belgium,174495,Filip De Wilde,05/07/1964,GK
Belgium,44755,Marc Wilmots,22/02/1969,FW
Belgium,44731,Patrick Vervoort,17/01/1965,DF
Brazil,63514,Taffarel,08/05/1966,GK
Brazil,63515,Jorginho,17/08/1964,DF
Brazil,63516,Ricardo Gomes,13/12/1964,DF
Brazil,170690,Dunga,31/10/1963,MF
Brazil,63521,Alemao,22/11/1961,MF
Brazil,63517,Branco,04/04/1964,DF
Brazil,180663,Bismarck,17/09/1969,MF
Brazil,63522,Valdo,12/01/1964,MF
Brazil,55528,Careca,05/10/1960,FW
Brazil,63526,Silas,27/08/1965,MF
Brazil,63547,Romário,29/01/1966,FW
Brazil,161054,Acacio,20/01/1959,GK
Brazil,63527,Mozer,19/09/1960,DF
Brazil,63545,Aldair,30/11/1965,DF
Brazil,63524,Muller,31/01/1966,FW
Brazil,96461,Bebeto,16/02/1964,FW
Brazil,63528,Renato Gaucho,09/09/1962,FW
Brazil,63529,Mazinho,08/04/1966,MF
Brazil,63518,Ricardo Rocha,11/09/1962,DF
Brazil,252324,Tita,01/04/1958,FW
Brazil,168114,Mauro Galvao,19/12/1961,DF
Brazil,180664,Ze Carlos,07/02/1962,GK
Cameroon,174387,Joseph Antoine Bell,08/10/1954,GK
Cameroon,174649,Andre Kana-biyik,01/09/1965,MF
Cameroon,174822,Jules Denis Onana,12/06/1964,DF
Cameroon,174740,Benjamin Massing,20/06/1962,DF
Cameroon,48835,Bertin Ebwelle,11/09/1962,DF
Cameroon,174684,Emmanuel Kunde,15/07/1956,DF
Cameroon,174820,Francois Omam-biyik,21/05/1966,FW
Cameroon,174723,Emile Mbouh,30/05/1966,MF
Cameroon,79318,Roger Milla,20/05/1952,FW
Cameroon,135592,Louis Mfede,26/02/1961,MF
Cameroon,174518,Eugene Ekeke,30/05/1960,FW
Cameroon,44771,Alphonse Yombi,30/06/1969,DF
Cameroon,174830,Jean Claude Pagal,15/09/1964,MF
Cameroon,44685,Stephen Tataw,31/03/1963,DF
Cameroon,93218,Thomas Libiih,17/11/1967,MF
Cameroon,174794,Thomas Nkono,20/07/1956,GK
Cameroon,174793,Victor Ndip,18/08/1967,DF
Cameroon,44051,Boneventure Djonkep,20/08/1961,FW
Cameroon,174540,Roger Feutmba,31/10/1965,MF
Cameroon,174728,Cyrille Makanaky,28/06/1965,FW
Cameroon,168120,Emmanuel Maboang,27/11/1968,MF
Cameroon,154644,Jacques Songoo,17/03/1964,GK
Colombia,174606,Rene Higuita,27/08/1966,GK
Colombia,174526,Andres Escobar,13/03/1967,DF
Colombia,168122,Gildardo Gomez,13/10/1963,DF
Colombia,122746,Luis Herrera,12/06/1962,DF
Colombia,44735,Leon Villa,12/01/1960,DF
Colombia,174850,Jose Perez,24/10/1963,MF
Colombia,174528,Carlos Estrada,01/11/1961,FW
Colombia,168124,Gabriel Gomez,08/12/1959,MF
Colombia,174580,Miguel Guerrero,07/09/1967,FW
Colombia,44708,Carlos Valderrama,02/09/1961,MF
Colombia,44555,Bernardo Redin,26/02/1963,MF
Colombia,174806,Eduardo Nino,08/08/1967,GK
Colombia,174618,Carlos Hoyos,28/02/1962,DF
Colombia,174343,Leonel Alvarez,30/07/1965,MF
Colombia,174847,Luis Carlos Perea,29/12/1963,DF
Colombia,174629,Arnoldo Iguaran,18/01/1957,FW
Colombia,47368,Geovanis Cassiani,10/01/1970,DF
Colombia,174445,Wilmer Cabrera,15/09/1967,MF
Colombia,154742,Freddy Rincon,14/08/1966,FW
Colombia,44090,Luis Fajardo,18/08/1963,MF
Colombia,174763,Alexis Mendoza,08/11/1961,DF
Colombia,174600,Ruben Hernandez,19/02/1965,FW
Costa Rica,47913,Gabelo Conejo,01/01/1960,GK
Costa Rica,56511,Vladimir Quesada,12/05/1966,DF
Costa Rica,174544,Roger Flores,26/05/1959,DF
Costa Rica,94770,Ronald Gonzalez,08/08/1970,DF
Costa Rica,174812,Marvin Obando,04/04/1960,DF
Costa Rica,174466,Jose Chaves,03/09/1958,DF
Costa Rica,174762,Hernan Medford,23/05/1968,FW
Costa Rica,174465,German Chavarria,19/03/1958,MF
Costa Rica,174581,Alexandre Guimaraes,07/11/1959,MF
Costa Rica,44547,Oscar Ramirez,08/12/1964,MF
Costa Rica,174636,Claudio Jara,06/05/1959,FW
Costa Rica,174567,Roger Gomez,07/02/1965,MF
Costa Rica,174488,Miguel Davis,18/06/1966,MF
Costa Rica,174463,Juan Cayasso,24/06/1961,FW
Costa Rica,44350,Ronald Marin,02/11/1962,DF
Costa Rica,180665,Jose Jaikel,03/04/1966,FW
Costa Rica,174767,Roy Myers,13/04/1969,FW
Costa Rica,180666,Geovanni Jara,20/07/1969,DF
Costa Rica,174733,Hector Marchena,04/01/1965,MF
Costa Rica,174775,Mauricio Montero,19/10/1963,DF
Costa Rica,174379,Hermidio Barrantes,02/09/1964,GK
Costa Rica,44622,Miguel Segura,02/09/1963,GK
Czechoslovakia,252261,Jan Stejskal,15/01/1962,GK
Czechoslovakia,174401,Julius Bielik,08/03/1962,DF
Czechoslovakia,174648,Miroslav Kadlec,22/06/1964,DF
Czechoslovakia,174594,Ivan Hasek,06/09/1963,MF
Czechoslovakia,174668,Jan Kocian,13/03/1958,DF
Czechoslovakia,44669,Frantisek Straka,28/05/1958,DF
Czechoslovakia,174403,Michal Bilek,13/04/1965,DF
Czechoslovakia,95311,Jozef Chovanec,07/03/1960,MF
Czechoslovakia,174683,Lubos Kubik,20/01/1964,MF
Czechoslovakia,44645,Tomas Skuhravy,07/09/1965,FW
Czechoslovakia,174783,Lubomir Moravcik,22/06/1965,MF
Czechoslovakia,174541,Peter Fieber,16/05/1964,DF
Czechoslovakia,174800,Jiri Nemec,15/05/1966,MF
Czechoslovakia,44750,Vladimir Weiss,22/09/1964,MF
Czechoslovakia,174664,Vladimir Kinier,06/04/1958,DF
Czechoslovakia,174627,Viliam Hyravy,26/11/1962,MF
Czechoslovakia,174667,Ivo Knoflicek,23/02/1962,FW
Czechoslovakia,174719,Milan Luhovy,01/01/1963,FW
Czechoslovakia,44160,Stanislav Griga,04/11/1961,FW
Czechoslovakia,174801,Vaclav Nemecek,25/01/1967,MF
Czechoslovakia,174768,Ludek Miklosko,09/12/1961,GK
Czechoslovakia,163713,Peter Paluch,17/02/1958,GK
Egypt,184623,Ahmed Shobeir,28/09/1961,GK
Egypt,174596,Ibrahim Hassan,10/08/1966,DF
Egypt,44769,Rabie Yassin,07/09/1960,DF
Egypt,44551,Hany Ramzy,10/03/1969,DF
Egypt,164603,Hesham Yakan,10/08/1962,MF
Egypt,174650,Ashraf Kasem,25/07/1966,DF
Egypt,44772,Ismail Youssef,28/06/1964,MF
Egypt,174321,Magdy Abdelghany,27/07/1959,MF
Egypt,174595,Hossam Hassan,10/08/1966,FW
Egypt,43811,Gamal Abdelhamid,24/11/1957,MF
Egypt,44649,Tarek Soliman,24/01/1962,MF
Egypt,174324,Taher Abou Zeid,01/04/1962,MF
Egypt,44550,Ahmed Ramzy,25/10/1965,FW
Egypt,180661,Alaa Mayhoub,09/01/1962,MF
Egypt,174517,Saber Eid,01/05/1959,MF
Egypt,93277,Magdy Tolba,24/02/1964,MF
Egypt,180662,Ayman Shawky,09/12/1962,FW
Egypt,174823,Osama Oraby,25/01/1962,MF
Egypt,30685,Adel Abdelrahman,11/12/1967,FW
